route_id,stop_list
0360,"['F03776', 'F03746', 'F03840', 'F03750', 'F03835', 'F03769', 'F03762', 'F03766', 'F03620', 'F03623', 'F03625', '008093', '008095', '075655', 'F04086', 'F04165', 'F04083', 'F04572', 'F04565', 'F04078', 'F04077', 'F04162', 'F04157', 'F04058', 'F04056', 'F04054', 'F04119', 'F04144', 'F04148', 'F04307', 'F04316', 'F04314', '008067', 'F04278', 'F04191', 'F04193', 'F04200', 'F04206', 'F04207', 'F04211', 'F04334', 'F04281', 'F04282', '067622']"
1480,"['F04226', 'F04228', 'F04262', 'F04260', 'F04259', 'F04256', 'F04255', 'F04253', 'F04251', 'F04249', 'F04340', 'F04203', 'F04185', 'F04177', 'F04320', 'F04315', 'F04317', 'F04306', 'F04149', 'F04145', 'F04122', 'F04129', 'F04134', 'F04137', 'F04140', 'F04174', 'F01450', 'F01451', 'F03920', 'F03968', 'F03969', 'F03922', 'F03964', 'F03959', 'F03955', 'F03950', 'F03942', '038687']"
1610,"['011723', 'F03475', 'F03477', 'F03480', 'F03491', 'F03482']"
1611,"['008025', 'F01780', 'F01628', 'F01621', 'F01616', 'F01824', 'F01822', 'F01818', 'F01614', 'F01604', 'F01606', 'F01716', 'F01847', 'F01849', 'F01722', '116271', 'F03549', '009543', 'F03547', 'F03545', 'F03542', 'F03593', '011724']"
4830,"['F01529', '008287', '045776', '109636', '109885', '109634', 'F01223', 'F01176', 'F01207', 'F01204', 'F01185', 'F01339', 'F01340', '069174', 'F00923']"
4720,"['F01186', 'F01223', 'F01176', 'F01207', 'F01204', 'F01175', 'F01010', 'F01013', '009309', '048506', 'F00942', 'F00940', 'F01030', 'F01070', 'F01107', 'F01105', 'F01073', 'F01054', 'F02693', 'F02694', 'F02698', 'F02700', 'F02701', 'F02715', 'F02724']"
0380,"['064075', '064085']"
2380,"['064075', '064170']"
2802,"['064075', '064170', '064175', '064090', '064181', '064105', '064182', '064183', '064184', '064185', '044033', '064186', '036236', '101178', '101179', '101180', '101181', '101182', '101183', '101184', '101185', '009292', '064244', '064243', '064245', '064246', '069195', '064240', '008652', '008646', 'F04639', 'F04641', 'F04680', 'F04653']"
2780,"['F04332', 'F04318', 'F04267', 'F04294', 'F04349', 'F04274', 'F04284', 'F04285', 'F04287', 'F04351', 'F04290', 'F04353', 'F04265', '064239', '064241', '064067', '112880']"
0381,"['F04653', '037747', 'F04681', 'F04642', '008647', '008652', 'F04266', 'F04354', 'F04289', 'F04352', 'F04288', 'F04286', 'F04283', 'F04273', 'F04350', 'F04336', 'F04177', '040609', 'F04321', 'F04332']"
2800,"['064075', '064170', '064175', '064090', '064181', '064105', '064182', '064183', '064184', '064185', '044033', '064186', '036236', '009292', '064244', '064243', '064245', '064246', '069195', '064240', '008652', '008646', 'F04639', 'F04641', 'F04680', 'F04653']"
2790,"['008651', 'F04266', '064239', '064241', '064316']"
2792,"['008651', 'F04266', '064239', '064241', '064067', '064075', '064085', '064087', '101178', '101179', '101180', '101181', '101182', '101183', '101184', '101185', '064088', '064089', '044034', '064091', '064092', '064093', '064103', '064104', '064105', '064106', '064107', '064108', '112880']"
9380,"['F04330', 'F04278', 'F04191', 'F04193', 'F04292', 'F04366', 'F04274', 'F04284', 'F04285', 'F04287', 'F04351', 'F04290', 'F04353', 'F04265', '008646', 'F04639', 'F04641', 'F04680', 'F04653']"
4730,"['118346', 'F01029', '094720', 'F02618', 'F01072', 'F01090', 'F01040', 'F01117', '062517', '061368', '009161', 'F01251', 'F01183', 'F01321', 'F01736', 'F01745', 'F01559', 'F01725', 'F01570', 'F01644', 'F01662']"
5200,"['F00094', 'F02481', 'F00063', 'F00959', 'F00961', 'F01019', 'F01292', 'F01336', 'F01325', 'F01743', 'F01749']"
9310,"['F01017', '009309', '048506', 'F00942', 'F00940', 'F01029']"
9312,"['F00195', 'F00201', 'F00203', 'F00205', 'F00207', 'F00209', 'F00211', 'F00215', 'F00151', 'F00269', 'F00267', 'F00264', 'F00262', 'F00260', 'F00125', 'F00258', 'F00256', '117574', 'F00220', 'F00222', 'F00224', 'F00229', 'F00231', 'F00232', 'F00189', 'F00930', 'F01027']"
9311,"['F00950', 'F01012', 'F01016', 'F01170', 'F01165', 'F01162', '009161', 'F01251', 'F01183', 'F01321', 'F01738', 'F02929', 'F02747', 'F02931', 'F02751', 'F02754', 'F01752']"
9900,"['011725', 'F03594', 'F03541', 'F03544', 'F03546', '011773', '011715', '116272', 'F01719', 'F01848', 'F01846', 'F01715', 'F01605', 'F01602', 'F01613', 'F01819', 'F01823', 'F01825', 'F01615', 'F01622', 'F01781', 'F01860', 'F01756', 'F02970', 'F02752', 'F02930', 'F02746', 'F02928', 'F01737', 'F01735', '008545', 'F01182', 'F01250', '009163', 'F01161', 'F01166', 'F01171', 'F01017', '009309', 'F00985', 'F00981', '008238', '049785', 'F00053', '009629', 'F00036', 'F00032', '009174', 'F02333', 'F00023', 'F02409', 'F02420', 'F02306', 'F02292', 'F02287', 'F02286', 'F02284', 'F02281', 'F02279', 'F02434', 'F02430', 'F02401', 'F02395', 'F02393', 'F02391', 'F02389', 'F02387', 'F02440', 'F02442', 'F02443', 'F02445', 'F02447', 'F02449', '110321']"
4800,"['F01738', 'F02929', 'F02747', 'F02931', 'F02751', 'F02936', 'F02786', 'F02783', 'F02781', 'F02935', 'F02777', 'F02776', 'F02772', 'F02769', 'F02767', 'F02764']"
0570,"['007977', 'F00339', 'F00356', 'F00368', 'F00370', 'F00362', 'F00388', 'F00390', 'F00392', 'F00395', 'F00401', 'F00403', 'F00405', 'F00407', 'F00361', 'F00359', 'F00340', '007972']"
2570,"['007976', 'F00339', 'F00358', 'F00360', 'F00406', 'F00404', 'F00402', 'F00400', 'F00394', 'F00393', 'F00391', 'F00389', 'F00363', 'F00371', 'F00369', 'F00357', 'F00340', '007972']"
0460,"['F03164', 'F03158', 'F03153', 'F03150', 'F03202', '008903', 'F02987', 'F03346', 'F03258', 'F03223', 'F03226', 'F03213', 'F03348', 'F03218', 'F03351', 'F03227', 'F03352', 'F03231', 'F03232', 'F03340', 'F03408', 'F03308', '009377', 'F03388', 'F03311', 'F03315', 'F03318', 'F03383', 'F03384', 'F03325', 'F03387', 'F03328', 'F03335', 'F03337', 'F03286', 'F03450', 'F03452', 'F03454', 'F03542', 'F03593', '009684', '009685', 'F03516', 'F03587', 'F03519', '008577', 'F03532', '069273', '009137']"
1460,"['F03164', 'F03158', 'F03153', 'F03150', 'F03202', '008903', 'F02987', 'F03346', 'F03258', 'F03223', 'F03226', 'F03213', 'F03348', 'F03218', 'F03351', 'F03227', 'F03352', 'F03231', 'F03232', 'F03340', 'F03408', 'F03308', '009377', 'F03388', 'F03311', 'F03315', 'F03318', 'F03383', 'F03384', 'F03325', 'F03387', 'F03328', 'F03335', 'F03337', 'F03286', 'F03450', 'F03472', '009706', 'F03446', 'F03459', 'F03605']"
9600,"['F02199', '008041', 'F02128', 'F02117', 'F02170', 'F02169', '043343', 'F02311', 'F00014', 'F00022', 'F02332', 'F02465', 'F00309', 'F00200', 'F00187', 'F00234', 'F00247', 'F00245', 'F00137', 'F00600', 'F00686', 'F00596', '007881', '007883', '008412', 'F00680', 'F00518', 'F00520', 'F00549', 'F00523', 'F00678']"
1500,"['007997', 'F04455', '007995', 'F04451', 'F04450', 'F04447', 'F04445', 'F04444', '061236', 'F04441', 'F04439', 'F04437', 'F04394', '008943', '103386', '009463', '061286', 'F04370', 'F01896', 'F01899', 'F01900', '061273', 'F01916', 'F01918', '061226', '061280', '061227', '061224', 'F01921', 'F01923', 'F01927', 'F02054', 'F02051', 'F02261', 'F02124', 'F02180', 'F01995', 'F02000']"
1502,"['F02000', '009570', 'F02182', 'F02123', 'F02262', 'F02052', 'F02053', 'F01926', 'F01922', 'F01920', 'F01919', '061226', '061222', '061227', '061271', 'F01917', '061272', 'F01901', 'F01898', 'F01897', 'F04371', 'F04373', 'F04374', '008098', '009462', '103388', '008918', '009546', 'F04438', 'F04440', 'F04442', '061237', 'F04443', 'F04446', 'F04448', 'F04449', 'F04452', 'F04453', 'F04456', '007999']"
1440,"['F03228', 'F03343', 'F03225', 'F03221', 'F03257', 'F03357', 'F03251', 'F03254', 'F03266', 'F03283', 'F03371', 'F03279', 'F02784', 'F02788', 'F02933', 'F02774', 'F02765', 'F02757']"
0540,"['007924', 'F03677', 'F03821', '008950', 'F03873', 'F03819', 'F03674', 'F03872', 'F03680', 'F03682', 'F03631', 'F03888', 'F03908', 'F03912', 'F03913', 'F03895', 'F03916', 'F04037', 'F03918', 'F03898', 'F01453', '008587', 'F01474', 'F01425', 'F01422', 'F01417', 'F01351', 'F01356', 'F01404', '008240', 'F01386', '011765']"
0221,"['F04788', '044381', 'F04734', 'F04709', 'F04685', 'F04683', 'F00116', 'F00184', 'F00182', 'F00180', 'F00178', 'F00176', 'F00150', 'F00174', '007878', 'F00148', 'F00172', 'F00169', 'F00166', 'F00410', 'F00158', 'F02466']"
0220,"['F02466', 'F00155', 'F00159', 'F00164', 'F00168', 'F00171', 'F00147', '007877', 'F00173', 'F00149', 'F00175', 'F00177', 'F00179', 'F00181', 'F00183', 'F00115', 'F04682', 'F04684', 'F04708', 'F04733', '044380', '044382', '116310', '047985', '044371']"
2220,"['F02466', 'F00155', 'F00159', 'F00164', 'F00168', 'F02352', '009588', 'F00147', '007877', 'F00173', 'F00149', 'F00175', 'F00177', 'F00179', 'F00181', 'F00183', 'F00115', 'F04682', 'F04684', '009442', '047670', '009439', '009438']"
2440,"['F03341', 'F03245', 'F03354', 'F03246', 'F03234', 'F03230', 'F03353', '009382', '009383', 'F03254', 'F03266', 'F03283', '009501', 'F02757']"
2170,"['F01800', 'F01653', 'F01655', 'F01660', 'F01665', 'F01839', 'F01690', 'F01692', 'F01694', 'F01586', 'F01548', 'F01546', 'F01723', 'F01545', 'F03880', 'F03881', 'F03882', 'F03697', 'F03830', 'F03700', 'F03703', 'F03716', '009208']"
1850,"['F01800', 'F01653', 'F01631', 'F01669', 'F01671', 'F01838', 'F01685', 'F01701', 'F01699', 'F01704']"
9400,"['F02196', 'F02181', '009427', 'F02049', 'F02053', 'F01926', 'F01928', 'F01931', 'F01932', 'F02266', 'F02217', 'F04795', 'F04791', 'F04735', 'F04809', 'F04721', 'F04719', 'F04807', 'F04717', 'F04714', 'F04712', 'F04724']"
9722,"['F02196', 'F02181', '009427', 'F02049', 'F02053', 'F01926', 'F01928', 'F01931', 'F01932', 'F02266', 'F02217', 'F04795', 'F04791', 'F04735', 'F04809', 'F04721', 'F04719', 'F04807', 'F04717', 'F04714', 'F04712', 'F04835', 'F04713', 'F04829', 'F04837', 'F04710', 'F04801', 'F04803', 'F04739', 'F04833', 'F04741', 'F04743', 'F04747', 'F04812', 'F04749', 'F04752', 'F04757', 'F04814', 'F04759', 'F04761', '008345', 'F04815', '008322', 'F04755', 'F04754', '048302', '048304', '007817', '048305', '048303', '062604']"
9720,"['062604', 'F04750', 'F04813', 'F04748', 'F04744', 'F04742', 'F04834', 'F04740', 'F04804', 'F04802', 'F04711', 'F04838', 'F04830', 'F04715', 'F04716', 'F04808', 'F04720', 'F04722', 'F04810', 'F04736', 'F04792', 'F04796', 'F02218', 'F02267', 'F01933', 'F01930', 'F01929', 'F01927', 'F02054', 'F02050', 'F02221', '009412', 'F02184', 'F02192', 'F02196']"
0400,"['103053', 'F04713', 'F04715', 'F04716', 'F04808', 'F04720', 'F04722', 'F04810', 'F04736', 'F04792', 'F04796', 'F02218', 'F02267', 'F01930', '075744', '061277']"
0402,"['103053', 'F04725', 'F04805', 'F04716', 'F04808', 'F04720', 'F04722', 'F04810', 'F04736', 'F04792', 'F04796', 'F02218', 'F02267', 'F01930', '075744', '061277']"
0880,"['061275', '082617', 'F01928', 'F01931', 'F01932', 'F02266', 'F02217', 'F04795', 'F04791', 'F04735', 'F04809', 'F04721', 'F04719', 'F04807', 'F04717', 'F04714', 'F04829', 'F04837', 'F04710', 'F04801', 'F04803', 'F04739', '011327', 'F04833', 'F04741', 'F04743', 'F04745', 'F04765', 'F04762', '008345', 'F04815', '008322', 'F04755', 'F04754', '048302', '048304', '007817', '098527', '098526', 'F04767', 'F04770', 'F04769', 'F04768', 'F04481', 'F04483', 'F04515', 'F04485', 'F04487', 'F04488', 'F04489', 'F04477', 'F04478', 'F04521', '008169', '102569', 'F04458', '007999']"
0881,"['007817', '048305', '048303', '062604', 'F04750', 'F04813', 'F04748', 'F04744', 'F04742', 'F04834', '011327', 'F04740', 'F04804', 'F04802', 'F04711', 'F04838', 'F04830', 'F04715', 'F04716', 'F04808', 'F04720', 'F04722', 'F04810', 'F04736', 'F04792', 'F04796', 'F02218', 'F02267', 'F01933', 'F01930', 'F01929', '075744', '061277']"
0405,"['103053', 'F04713', 'F04715', 'F04716', 'F04808', 'F04720', 'F04811', 'F04727', '075744', '061277']"
9730,"['F04507', 'F04506', 'F04503', 'F04501', '008170', 'F04497', 'F04494', 'F04479', 'F04510', 'F04466', 'F04458', 'F04455', 'F04454', 'F04431', 'F04434', 'F04435', 'F04407', 'F04406', 'F04398', 'F04384', 'F02028', 'F02026', 'F02022', '008685', 'F02012', '016764', 'F02011', 'F02005', '009425', '016727', 'F02192', 'F02149', 'F02144', 'F00111', '009537', 'F00951', 'F01016', 'F01170', 'F01165', 'F01162', 'F01159', 'F01146', 'F02716', 'F02723', '009426', 'F02873', 'F02876', 'F02962', 'F02866', 'F02948', 'F02863', 'F02911', 'F02857', 'F03206', 'F03100', 'F03104', 'F03189', 'F03111', 'F03126', 'F03194', 'F03160', 'F03153', 'F03150', 'F03202', 'F03145']"
9731,"['F01016', 'F01170', 'F01165', 'F01162', 'F01159', 'F01146', 'F02716', 'F02723', '009426', 'F02873', 'F02876', 'F02962', 'F02866', 'F02948', 'F02863', 'F02911', 'F02857', 'F03206', 'F03100', 'F03104']"
1615,"['011725', 'F03594', 'F03541', 'F03544', 'F03546', 'F01846', '008022']"
9410,"['F02196', 'F02181', '009427', 'F02049', 'F02053', 'F01926', 'F01922', 'F01920', 'F01919', '061271', 'F01917', 'F01945', 'F01938', 'F01914', 'F01901', 'F01898', 'F01897', '008099', '008101', '008104', '008106', 'F04402', 'F04403', 'F04408', 'F04411', 'F04412', 'F04415', 'F04416', 'F04424', 'F04426', 'F04427', 'F04429', '062513', '103387', '103388', '008918', '009546', 'F04438', 'F04440', 'F04442', '061237', '008922', '008952', 'F04470', 'F04473', 'F04475', 'F04514', 'F04476', 'F04513', 'F04474', 'F04472', 'F04471', 'F04464', 'F04462', 'F04460', '102569', 'F04458', '007999']"
1970,"['019313', 'F03507', 'F03571', 'F03505', 'F03502', 'F03500', 'F03568', 'F03574', '009482', 'F03586', '019314', '019313']"
2620,"['011726', 'F03594', 'F03541', 'F03544', 'F03546', '011773', '011715', '116272', 'F01719', 'F01848', 'F01846', 'F01715', 'F01605', 'F01602', 'F01613', 'F01819', 'F01823', 'F01825', 'F01615', 'F01622', 'F01623', 'F01827', 'F01648', 'F01641', '048277']"
1620,"['008379', 'F01653', 'F01629', 'F01628', 'F01621', 'F01616', 'F01824', 'F01822', 'F01818', 'F01614', 'F01604', 'F01606', 'F01716', 'F01847', 'F01849', 'F01722', '116271', 'F03549', '009543', 'F03547', 'F03545', 'F03542', 'F03593', '011723', 'F03475', 'F03477', 'F03478', 'F03487', 'F03567', 'F03490', 'F03493', 'F03602', 'F03495', '008948', 'F03586', 'F03507', 'F03571', 'F03505', 'F03502', '009728', '061379']"
1940,"['F01459', 'F03924', 'F03923', 'F03921', 'F03966', 'F03972', 'F04025', 'F03983', 'F03991', 'F04033', 'F03992', 'F03995', 'F03998', 'F03891', 'F03892', '056189']"
1942,"['F01459', 'F03924', 'F03923', 'F03921', 'F03966', 'F03972', 'F04025', 'F03983', 'F03991', 'F04033', 'F03992', 'F03995', 'F03998', 'F03891', 'F03892', 'F03622', 'F03625', 'F03678']"
0250,"['F00806', 'F00862', 'F00817', 'F00879', 'F00829', 'F00891', 'F00836', 'F00886', 'F00838', 'F03055', 'F03180', 'F03069', 'F03183', 'F03071', 'F03181', 'F03203', '009652', 'F03172', '009495', '008241', '008242', 'F02895', 'F02885']"
1012,"['008922', '008952', '011313', 'F04511', 'F04469', '082623', 'F04459', 'F04461', 'F04463', '008971', '061236', 'F04441', 'F04439', 'F04437', 'F04394', '008943', '061233', '061280']"
1085,"['F02228', 'F02071', 'F02059', 'F02057', 'F02242', 'F02056', '062519', 'F01929', '075744', '061277', 'F02054', 'F02113', 'F02168', 'F00004', 'F00009', 'F00110', '009537', 'F00951', 'F01016', 'F01170', 'F01165', 'F01159', 'F02725', 'F02824', 'F02835', 'F02848', 'F03195', 'F03136', 'F03152', 'F03157', 'F03165']"
0931,"['038686', 'F03945', 'F03951', 'F03905', 'F04028', 'F03735', 'F03732', 'F03730', 'F03837', 'F03728', 'F03726', 'F03997', 'F03891', 'F03892', 'F03723', 'F03764', 'F03767', '009569', 'F03721', 'F03706', 'F03702', 'F03829', 'F03699']"
1325,"['038686', 'F03945', 'F04022', 'F03837', '086874', '086875', '086876', 'F03620']"
0930,"['F03870', '100605', 'F03814', 'F03693', 'F03697', 'F03830', 'F03700', 'F03703', 'F03713', 'F03707', 'F03769', 'F03762', 'F03722', 'F03894', 'F03890', 'F03999', 'F03727', 'F03729', 'F03838', 'F03731', 'F03733', '008047', 'F04029', 'F03906', 'F03952', 'F03950', 'F03942', '038687']"
3420,"['F01461', 'F03926', 'F03960', 'F04022', 'F03980', 'F04003', 'F04039']"
1020,"['078004', 'F02335', '007900', 'F00023', 'F02409', 'F02420', 'F02306', 'F02292', 'F02291']"
3030,"['F01439', 'F01442', 'F01445', 'F01448', 'F01454', 'F01366', 'F01526', 'F01485', 'F01495', 'F01532', 'F01538', 'F01576', 'F01574', 'F01646', 'F01650', 'F01826', 'F01624', 'F01783', 'F01863', '008382', 'F01757', 'F02969', 'F02753', 'F02972', 'F02797', 'F02818', 'F02832', 'F02967', 'F02869', 'F02963', 'F02880', '008206']"
1380,"['007998', 'F04455', 'F04454', '008337', '008647', 'F04266', 'F04354', 'F04289', 'F04352', 'F04288', 'F04286', 'F04283', 'F04273', 'F04350', 'F04336', 'F04177', '040609', 'F04321', 'F04330']"
1390,"['F02226', 'F02071', 'F02059', 'F02057', 'F02242', 'F02056', '062519', 'F01929', 'F01927', 'F02054', 'F02113', 'F02169', '043343', 'F02311', 'F00014', 'F00022', 'F02470']"
3170,"['F00568', 'F00590', 'F00595', 'F00685', 'F00599', 'F00136', 'F00244', 'F00242', 'F00240', '069091', 'F00198', 'F00307', 'F02462', 'F00024', 'F00019', 'F00018', 'F02416', 'F02167', 'F02172', 'F02116', 'F02253', 'F02126', 'F02146', 'F02200', '008593', 'F01997', 'F02238', 'F02004', 'F02010', 'F02240', 'F02013', 'F02016', 'F02020', 'F02025', 'F02031', '008864']"
9560,"['011725', 'F03594', 'F03541', 'F03544', 'F03546', '011773', '011715', '116272', 'F01719', 'F01848', 'F01846', 'F01715', 'F01605', 'F01602', 'F01613', 'F01819', 'F01823', 'F01825', 'F01615', 'F01622', 'F01781', 'F01860', 'F01756', 'F02970', 'F02752', 'F02930', 'F02746', 'F02928', 'F01737', 'F01735', '008545', 'F01182', 'F01250', '009163', 'F01161', 'F01166', 'F01171', 'F01017', 'F01004', '062518', 'F00113', 'F00102', 'F00078', 'F00082', 'F00091', 'F00028', 'F02332', 'F02466', 'F00412', 'F00427', 'F00155', 'F00159', 'F00160', 'F00164', 'F00429', 'F00311', 'F00323', 'F00325', 'F00327', 'F00329', 'F00331', 'F00339', 'F00356']"
3190,"['F00568', 'F00590', 'F00595', 'F00685', 'F00599', 'F00136', 'F00244', 'F00242', 'F00240', 'F00236', '069093', '008750', 'F00051', '009676', 'F00107', '072935', '008590', 'F02148', 'F02202', 'F02181', 'F02047', 'F02042', 'F02038', '007967']"
9080,"['F03287', 'F03338', 'F03336', 'F03329', 'F03331', 'F03333', 'F03398', '050003', 'F03386', 'F03326', 'F03385', 'F03382', 'F03319', 'F03320', 'F03323', 'F03397', 'F03308', 'F03392', 'F03236', 'F03243', 'F03275', 'F01778', 'F01775', 'F01790', 'F01854', 'F01772', 'F01756', 'F02970', 'F02752', 'F02930', 'F02746', 'F02928', 'F01737', 'F01735', '008545', 'F01182', 'F01250', '009163', 'F01161', 'F01166', 'F01171', 'F01017', 'F01004', '062518', 'F00113', 'F00008', 'F00005', 'F02164', 'F02110', 'F02108', 'F02107', '008559', 'F02105', 'F02102', 'F02098', 'F02084', 'F02080', 'F02078', 'F02076', 'F02074', 'F02071', 'F02059', 'F02057', 'F02242', 'F02056', '062519', 'F01929', 'F01927', 'F02054', 'F02050', 'F02221', '009412', 'F02184', 'F02192', 'F02198']"
9081,"['F02198', 'F02181', '009427', 'F02049', 'F02053', 'F01926', 'F01928', 'F01931', 'F02055', 'F02243', 'F02058', 'F02060', 'F02072', 'F02073', 'F02075', 'F02077', 'F02079', 'F02085', 'F02096', 'F02103', 'F02104', '008560', 'F02106', 'F02109', 'F02111', 'F02112', 'F02168', 'F00004', 'F00009', 'F00110', '009537', 'F00951', 'F01016', 'F01170', 'F01165', 'F01162', '009161', 'F01251', 'F01183', 'F01321', 'F01738', 'F02929', 'F02747', 'F02931', 'F02751', 'F02754', '008942', 'F01771', 'F01855', 'F01791', 'F01776', 'F01777', 'F03274', 'F03241', 'F03235', 'F03393', 'F03309', 'F03396', 'F03324', 'F03321', 'F03317', 'F03383', 'F03384', 'F03325', 'F03387', '044125', '008775', 'F03332', 'F03330', 'F03328', 'F03335', 'F03337', '008181']"
1510,"['F04364', 'F04362', 'F04217', 'F04198', 'F04337', 'F04197', 'F04192', 'F04279', 'F04320', 'F04315', 'F04317', 'F04306', 'F04149', 'F04145', 'F04120', 'F04156', 'F04117', 'F04113', 'F04108', 'F04103', 'F04100', 'F04043', 'F03973', 'F03976', 'F03957', 'F03955', 'F03950', 'F03942', 'F03941', 'F01584', 'F01806', 'F01804', 'F01582', 'F01797', 'F01577', 'F01794', 'F01639', 'F01803']"
0150,"['F02535', 'F02563', '049181', '049180', 'F02567', 'F02569', 'F02508', 'F02510', 'F02504', '009587', 'F02612', 'F02616', 'F02514', 'F02523', 'F00931', 'F00991', '099343', 'F01020', 'F00986', '007885', 'F00924', 'F01001', 'F00923', 'F01007', '008694', 'F01339', 'F01340', '009365', '009359']"
9942,"['008471', '008095', 'F03681', 'F03679', 'F03871', 'F03675', 'F03818', 'F03874', '008949', 'F03875', 'F03657', 'F03779', 'F04600', '008553', '008552', '008551', '008550', '008549', '008548', 'F04651', 'F04652', 'F04606', 'F04648']"
9940,"['F04648', 'F04602', 'F04650', 'F04649', 'F04603', 'F04647', 'F04604', 'F04651', 'F04652', 'F04606', 'F04601', 'F03778', 'F03658', 'F03876', '008950', 'F03873', 'F03819', 'F03674', 'F03872', 'F03680', 'F03682', '008096', '008472']"
0100,"['008164', 'F01779', 'F01555', 'F01556', 'F01724', 'F01557', 'F01558', 'F01746', 'F01739', 'F01741', 'F01752']"
1695,"['F04593', 'F04644', 'F04583', 'F04592', 'F04590', 'F04645', 'F04594', 'F04580', 'F04587', 'F04585', 'F04578', 'F03445', 'F03433', 'F03435', 'F03439', 'F03483', 'F03492', 'F03481', 'F03476', 'F03474', '011725', 'F03594', 'F03541', 'F03544', 'F03546', '008022']"
0550,"['F04605', 'F04648', 'F04602', 'F04650', 'F04649', 'F04603', 'F04647', 'F04604', 'F04651', 'F04652', 'F04606', 'F04601', 'F03778', 'F03658', 'F03876', '008950', 'F03873', 'F03819', 'F03674', 'F03872', 'F03680', 'F03682', 'F03631', 'F03888', 'F03908', 'F03912', 'F03913', 'F03895', 'F03916', 'F04037', 'F03918', 'F03898', 'F01453', '008587', 'F01474', 'F01425', 'F01422', 'F01417', 'F01351', 'F01356', 'F01404', '008240', 'F01386', '011765']"
2945,"['F04648', 'F04602', 'F04650', 'F04649', 'F04603', 'F04647', 'F04604', 'F04651', 'F04652', 'F04606', 'F04601', 'F03778', 'F03658', 'F03876', '008950', 'F03873', 'F03819', 'F03674', 'F03872', 'F03682', 'F03631', 'F03908', 'F03912', 'F03916', 'F01451', 'F04014']"
0895,"['008553', '008552', '008551', '008550', '008549', '008548', 'F04651', 'F04652', 'F04606', 'F04601', 'F03778', 'F03658', 'F03876', '008950', 'F03873', 'F03819', 'F03674', 'F03872', 'F03682', '008267', '009074', 'F03912', 'F03916', 'F01451', '008575', '008490']"
0845,"['009207', '009206', '009205', '009204', '009203', '009196', '009197', '009198', '009195', '009202', '009200', '009193', 'F03725', 'F03655', 'F03663', '008950', 'F03873', 'F03819', 'F03674', 'F03872', 'F03682', '008267', '009074', 'F03912', 'F03916', 'F01451', '008575', '008490']"
0945,"['F04648', 'F04602', 'F04650', 'F04649', 'F04603', 'F04647', 'F04604', 'F04651', 'F04652', 'F04606', 'F04601', 'F03778', 'F03658', 'F03876', '008950', '008267', 'F01451', 'F04014']"
3040,"['F01998', 'F01992', 'F02225', 'F01374', 'F01380', 'F01191', 'F01199', 'F01200', 'F01168', 'F01111', 'F01035', 'F01082', 'F00933', 'F00925', 'F00141', 'F00192', 'F00198', 'F00307', 'F02476']"
3060,"['F02477', 'F00308', 'F00199', 'F00189', 'F00142', 'F00926', 'F00935', 'F01081', 'F01037', 'F01112', 'F01169', 'F01201', 'F01197', 'F01194', 'F01378', 'F01373', 'F02224', 'F02154', '009220']"
0050,"['F03033', 'F03034', 'F03036', 'F03038', 'F03058', 'F03071', 'F03181', 'F03203', 'F03083', 'F03169', 'F03101', 'F03205', 'F02858', 'F02909', 'F02861', 'F02947', 'F02865', 'F02963', 'F02881', 'F02875', 'F02730', 'F02722', 'F02717', 'F01145', 'F01314', 'F01161', 'F01166', 'F01171', 'F01017', 'F01004', '062518', 'F00102', 'F00078', 'F00082', 'F00091', 'F00028', 'F02332', 'F00427', 'F00155', 'F00288', 'F00286', 'F00284', 'F00282', 'F00280', 'F00276']"
0075,"['009376', 'F03158', 'F03151', 'F03196', 'F02829', 'F02730', 'F01314', 'F01166', '008782']"
1650,"['F00133', 'F00130', 'F00128', 'F00609', 'F00688']"
0651,"['F00132', 'F00130', 'F00128', 'F00126', 'F00634', 'F00122', 'F00120', '044029']"
0650,"['F00132', 'F00130', 'F00128', 'F00126', 'F00634', 'F00122', 'F00120', '064210', '064208', '064212', '064215']"
0310,"['F02755', 'F02787', 'F03276', 'F03263', 'F03262', 'F03259', 'F03223', 'F03226', 'F03213', 'F03348', 'F03218', 'F03297']"
1540,"['F02227', 'F02067', 'F02065', 'F02244', 'F02063', 'F02061', '062519', 'F01929', 'F01924', 'F01919', '061226', '061280']"
1530,"['F02227', 'F02067', 'F02065', 'F02244', 'F02063', 'F02061', '062519', 'F01929', 'F01924', 'F01919', '061226', '061280', '082617', 'F01922', 'F01920', '061271', 'F01917', 'F01915', 'F01938', 'F01940', 'F01941', 'F01946', '061225', '061231', '090915', 'F01960', 'F02214', 'F01958', 'F02032', 'F02034', '102592', 'F02048', 'F02180', 'F01995', 'F01988', 'F02222', '062620', '062622', '062607']"
1360,"['F03758', 'F03763', 'F03765']"
0670,"['F03595', 'F03554', '009492', 'F03556', 'F03557', 'F03558', 'F03559', 'F03553', 'F03550', 'F01717', 'F01864', 'F01609', 'F01816', 'F01814', 'F01611', 'F01786', '008923', 'F01784', 'F01773', 'F01790', 'F01854', 'F01772', 'F01752']"
1960,"['F03146', 'F03201', 'F03209', 'F03154', 'F03159', 'F03193', 'F03125', 'F03129', 'F03063', '043342', 'F03057', 'F03053', 'F00837', 'F00885', 'F00835', 'F00799', 'F00810', 'F00706', 'F00705', 'F00703', 'F00701', '009148', 'F00714', 'F00710', 'F00718', '070127', '073513', '075839', 'F00733', 'F00740', 'F00742']"
