route_id,stop_list
1961,"['F03146', 'F03201', 'F03209', 'F03154', 'F03159', 'F03193', 'F03125', 'F03129', 'F03063', '043342', 'F03057', 'F03053', 'F00837', 'F00885', 'F00835', 'F00799', 'F00811']"
1231,"['008967', 'F04574', 'F04524', '045755', 'F04165', 'F04083', 'F04075', 'F04070', 'F04068', 'F04046', 'F04090', 'F04097', 'F04170', 'F04101', 'F04141', 'F04174', 'F01450', 'F01451', '008575', '044127', 'F01460']"
1230,"['008490', 'F01456', 'F01370', 'F01449', 'F04173', 'F04139', 'F04099', 'F04171', 'F04096', 'F04089', 'F04045', 'F04069', 'F04067', 'F04071', 'F04073', '069403', 'F04166', 'F04525', 'F04575', '091217', 'F04574', '049174', '009566', '087373']"
1470,"['008697', 'F00793', 'F00851', 'F00894', 'F00895', 'F00850', 'F00770', 'F00755', 'F00715']"
1700,"['F00805', 'F00854', 'F00836', 'F00886', 'F00838', 'F03048', 'F03046', 'F03026', '007968', 'F03016', 'F03018', 'F03171', 'F03176', 'F02999', 'F02997', 'F02996']"
2700,"['F02995', 'F02998', 'F03000', 'F03001', 'F03175', 'F03170', 'F03017', 'F03015', 'F03025', 'F03029', 'F03023', 'F03020', '009555', '009515', 'F00842', 'F00837', 'F00885', 'F00835', 'F00855', 'F00805']"
1005,"['F00950', 'F01012', 'F01007', '089411']"
3592,"['007975', 'F00346', 'F00348', 'F00319', 'F00317', 'F00315', 'F00313', 'F00430', 'F00167', 'F00163', 'F00409', 'F00157', 'F00426', 'F02461', 'F00024', 'F02408', 'F02414', 'F02306', 'F02300', 'F02298', 'F02296', '008050', 'F02100', 'F02099', 'F02082']"
3561,"['007975', 'F00346', 'F00348', 'F00319', 'F00317', 'F00315', 'F00313', 'F00430', 'F00167', 'F00163', 'F00409', 'F00157', 'F00426', 'F02461', 'F00026', 'F00090', 'F00085', 'F00080', 'F00103', '072935', '008590', 'F02148', '008593']"
3610,"['007975', 'F00346', 'F00348', 'F00319', 'F00317', 'F00315', 'F00313', 'F00430', 'F00167', 'F00163', 'F00409', 'F00157', 'F00426', 'F02461', 'F00024', 'F00019', 'F00018', 'F02416', 'F02167', 'F02172', 'F02116', 'F02253', 'F02126', 'F02146', 'F02200', '008593']"
3560,"['007975', 'F00346', 'F00348', 'F00319', 'F00317', 'F00315', 'F00313', 'F00430', 'F00167', 'F00163', 'F00409', 'F00157', 'F00426', 'F02461']"
0990,"['F01294', 'F01163', 'F01303', 'F01209', 'F01212', 'F01222', 'F01333', 'F01227', '008270', 'F01241', 'F01260', 'F01534', 'F01536', 'F01638', 'F01540', 'F01463', 'F01459', 'F03924', 'F03923', 'F03921', 'F03966', 'F03972', 'F04042', 'F04099', 'F04171', 'F04096', 'F04089', 'F04088']"
2240,"['043331', 'F04574', 'F04524', '045755', 'F04165', 'F04083', 'F04075', 'F04070', 'F04068', 'F04046', 'F04094', 'F04168', 'F04102', 'F04136', 'F04133', 'F04127', 'F04123', 'F04144', 'F04142', 'F01431', 'F01359', 'F01429', 'F01419', 'F01351', 'F01356', 'F01404', '008240', 'F01386', '011765']"
4810,"['F02882', 'F02900', 'F02953', 'F02904', 'F02955', '218161', '218159', '218157', '218155', 'F02941', 'F02812', 'F02802', 'F02791', 'F02939', 'F02788', 'F02933', 'F02774', 'F02765', '102825']"
4760,"['009163', 'F01172', '062942', 'F01122', 'F01120', 'F01119', 'F01042', 'F01091', 'F01071', 'F01066', 'F02617', 'F02517', 'F02512', 'F02650', 'F02511']"
1765,"['F03584', 'F03599', 'F03583', '009483', '009484', '009485', '009544', '009486', '009487', 'F03458', 'F03447', 'F03466', 'F03471', 'F03451', 'F03449', '008569', 'F03291', 'F03403', 'F03402', 'F03400', 'F03316', 'F03320', 'F03323', 'F03397', 'F03308', 'F03392', 'F03275', 'F01775', 'F01752']"
2310,"['F03064', 'F03063', 'F03041']"
1310,"['F03226', 'F03214', 'F03210', 'F02981', 'F02985', '009379', 'F02991', 'F02993', 'F03370', 'F03278', 'F02784', 'F02788', 'F02933', 'F02774', 'F02765', 'F02757']"
2312,"['F03041', 'F03042', 'F03043', 'F03037', 'F03035', 'F03029', 'F03045', 'F03047', 'F03040', 'F03060', 'F03062', 'F03065', 'F03127', 'F03110', 'F03190', 'F03105', '008353', '117450', 'F03098', 'F03135', 'F03141', 'F03200', 'F03198', 'F03143', 'F02991', 'F02993', 'F03370', 'F03278', 'F02784', 'F02788', 'F02933', 'F02774', 'F02765', 'F02757']"
0975,"['008021', '009543', 'F03547', 'F03545', 'F03542', 'F03593', '011723', 'F03515', 'F03513', 'F03438', 'F03511', '043193', 'F03509', 'F03498']"
9430,"['F00678', '008410', '008408', '009563', '008406', '008404', '008402', 'F00456', 'F00459', '008939', '008428', '008430', '008432', '008434', '009170', '008436', '008438', '009119']"
1040,"['048519', 'F03034', 'F03036', 'F03045', 'F03053', 'F00837', 'F00885', 'F00835', 'F00855', 'F00799', 'F00810', 'F00706', 'F00705', 'F00703', 'F00701', 'F00869', 'F00867', 'F00698', '009574', '009573', 'F00916', '008644', '009421', '009748', '009747', '008642', '008649', '008400']"
2040,"['048519', 'F03034', 'F03036', 'F03045', 'F03053', 'F00837', 'F00885', 'F00835', 'F00855', 'F00799', 'F00810', 'F00706', 'F00705', 'F00703', 'F00701', 'F00869', 'F00867', 'F00698', '009574', '009573', '009630', 'F00463', 'F00469', 'F00465', 'F00650', 'F00645', 'F00641']"
1041,"['048519', 'F03034', 'F03036', 'F03045', 'F03053', 'F00837', 'F00885', 'F00835', 'F00855', 'F00799', 'F00810', 'F00706', 'F00705', 'F00703', 'F00701', 'F00869', 'F00867', 'F00698', '009574', '009573', 'F00916', '008644', '009421', '009748', '009747', '008642', '008649']"
1640,"['F04703', 'F04831', 'F04799', 'F04700', 'F04704', 'F04706', 'F04705', 'F04701', 'F04797', 'F04698', 'F04697', 'F00118', 'F00399', 'F00397', 'F00395', 'F00401', 'F00403', 'F00405', 'F00407', 'F00361', 'F00359', 'F00340', '007972']"
0642,"['F04707', 'F04705', 'F04702', '044602', '073308']"
1642,"['F04703', 'F04831', 'F04799', '044602', '073308', '044603', 'F04700', 'F04704', 'F04706', 'F04705', 'F04701', 'F04797', 'F04698', 'F04697', 'F00118', 'F00399', 'F00397', 'F00395', 'F00401', 'F00403', 'F00405', 'F00407', 'F00361', 'F00359', 'F00340', '007972']"
2640,"['007976', 'F00339', 'F00358', 'F00360', 'F00406', 'F00404', 'F00402', 'F00400', 'F00394', 'F00396', 'F00398', 'F00117', 'F04696', 'F04699', 'F04798', 'F04702', 'F04800', 'F04832', '044511']"
0640,"['007976', 'F00339', 'F00358', 'F00360', 'F00406', 'F00404', 'F00402', 'F00400', 'F00394', 'F00396', 'F00398', 'F00117', 'F04696', 'F04699', 'F04798', 'F04700', 'F04704', 'F04707', 'F04705', 'F04702', '044602', '073308', '044601']"
0641,"['007976', 'F00339', 'F00358', 'F00360', 'F00406', 'F00404', 'F00402', 'F00400', 'F00394', 'F00396', 'F00398', 'F00117', 'F04696', 'F04699', 'F04798', 'F04700', 'F04704', 'F04706']"
3410,"['F00568', 'F00590', 'F00595', 'F00685', 'F00599', 'F00136', 'F00244', 'F00242', 'F00240', 'F00236', '069093', '008750', 'F00051', '009676', 'F00107', '072935', '008590', 'F02148', '008593', 'F01997', 'F02238', 'F02004', 'F02010', 'F02240', 'F02013', 'F02016', 'F02020', 'F02025', 'F02031', 'F01902', 'F04379', 'F04377', 'F04376', 'F01894', 'F01892', '008788', 'F01890', 'F01889', 'F01885']"
4750,"['008132', '008545', 'F02737', 'F02733', 'F02718', 'F02711', '090482', 'F01137', '091338', 'F01051', 'F01059', 'F02620', 'F02639', 'F02608', 'F02509', 'F02573', 'F02521', 'F02512', 'F02650', 'F02511']"
0390,"['F00067', 'F00036', 'F00032', '009174', 'F02335', '007900', 'F00023', 'F02406']"
1685,"['008023', 'F01628', 'F01616', 'F01818', 'F01614', 'F01606', 'F01608', 'F01873', 'F01554', 'F01874', 'F01868', 'F01858', '007913', '009137', '009139', '069272', 'F03531']"
0205,"['F00746', 'F00739', 'F00732', 'F00749', 'F00751', 'F00775', 'F00779', 'F00791', 'F00877', 'F00833', 'F00832', 'F00892', 'F00828', 'F00878', 'F00816', 'F00821', 'F02550', 'F02645', 'F02627', 'F01055', 'F01160', '009160']"
2765,"['008028', '009322', 'F01776', 'F03274', 'F03393', 'F03309', 'F03396', 'F03324', 'F03321', 'F03317', 'F03399', 'F03401', 'F03404', 'F03290', '008535', 'F03450', 'F03452']"
2120,"['F01515', '009179', 'F01990', '009570', 'F02182', 'F02123', 'F02121', 'F02119', 'F02170', 'F02169', '009520', '009522', 'F02307', 'F02421', 'F02413', 'F02423', 'F02399', 'F02395', 'F02393', 'F02391', 'F02389', 'F02387', 'F02440', 'F02442', 'F02443', 'F02445', 'F02447', 'F02449', '110321']"
3690,"['008206', 'F02879', 'F02962', 'F02866', 'F02948', 'F02863', 'F02911', 'F02857', 'F03206', 'F03102', 'F03111', 'F03192', 'F03161', 'F03155', 'F03149']"
0440,"['F03341', 'F03245', 'F03354', 'F03246', 'F03234', 'F03232', 'F03340', 'F03408', 'F03308', 'F03392', 'F03236', 'F03243', 'F03275', 'F01778', 'F01775', 'F01790', 'F01755']"
0260,"['F01023', 'F00929', 'F00143', 'F02492', 'F02505', 'F02494', 'F02496', 'F02498', 'F02500', 'F02502', 'F02526', '066828', 'F02581']"
0320,"['008024', 'F01756', 'F02970', 'F02752', 'F02973', 'F02795', 'F02817', 'F02837', '009481', 'F02868', 'F02901', '008241', '008242', 'F02974', 'F02630', 'F02648', 'F02589', 'F02583', '009420', 'F02605']"
1910,"['049903', 'F00227', 'F00226', 'F00225', 'F00224', 'F00229', 'F00231', 'F00232', 'F00189', 'F00930', 'F01025']"
0910,"['009174', 'F00427', 'F00155', 'F00159', 'F00160', '009581', '009510', '009509', '009514', 'F00295', 'F00214', 'F00218', 'F00220', 'F00222', 'F00224', 'F00229', 'F00231', 'F00232', 'F00189', 'F00930', 'F01025']"
2910,"['F02381', 'F02383', 'F02386', 'F02353', 'F00170', 'F00166', '009581', '009510', '009509', '009514', 'F00295', 'F00214', 'F00218', 'F00220', 'F00222', 'F00224', 'F00229', 'F00231', 'F00232', 'F00189', 'F00930', 'F01025']"
1821,"['F03633', 'F03685', 'F03683', 'F03721', 'F03706', 'F03702', 'F03827', 'F03832', '008850', 'F03749', 'F03841', 'F03742', 'F03745', 'F04005', 'F03943', '038681']"
1335,"['F04507', 'F04506', 'F04503', 'F04501', '008170', 'F04497', 'F04494', 'F04479', 'F04510', 'F04466', 'F04458', 'F04455', 'F04454', 'F04431', 'F04434', 'F04406', 'F04398', 'F04384', 'F01975', 'F02237', 'F02235', 'F01985', 'F01991', 'F02155', 'F02143', '009537', 'F00951', 'F01016', 'F01170', 'F01165', 'F01159', 'F01146', 'F02725', 'F02824', 'F02835', 'F02846', 'F03195', 'F03152', 'F03157', 'F03165']"
1590,"['F04327', 'F04278', 'F04191', 'F04193', 'F04292', 'F04366', 'F04360', 'F04201', 'F04233', 'F04234']"
2210,"['F02268', 'F02271', 'F02272', 'F02456', 'F02454', 'F02452', '110322', 'F02450', 'F02448', 'F02446', 'F02444', 'F02459', 'F02441', 'F02388', 'F02390', 'F02392', 'F02394', 'F02396', 'F02398', '009699', 'F02411', 'F00022', 'F02473']"
0210,"['F02473', 'F00023', '011495', '009698', 'F02397', 'F02395', 'F02393', 'F02391', 'F02389', 'F02387', 'F02440', 'F02442', 'F02443', 'F02445', 'F02447', 'F02449', '110321']"
0211,"['F02473', 'F00023', '011495', '009698', 'F02397', 'F02395', 'F02393', 'F02391', 'F02389', 'F02387', 'F02440', 'F02442']"
3621,"['F03103', 'F03205', 'F02858', 'F02909', 'F02861', 'F02947', '074935', '008209', 'F02966', 'F02831', 'F02814', 'F02796', 'F02971', 'F02748', 'F02968', '008222', '008383', 'F01862', 'F01782', 'F01623', 'F01827', 'F01649', 'F01645']"
3620,"['F01298', 'F01300', 'F01330', 'F01213', 'F01219', 'F01181', 'F01263', 'F01266', 'F01732', 'F01566', 'F01568', 'F01646', 'F01650', 'F01826', 'F01624', 'F01783', 'F01863', '008382', 'F01757', 'F02969', 'F02753', 'F02972', 'F02797', 'F02818', 'F02832', 'F02967', 'F02869', 'F02948', 'F02863', 'F02911', 'F02857', 'F03206', 'F03102']"
9070,"['007897', 'F02215', 'F01958', 'F02032', 'F02034', '102592', 'F02048', 'F02184', 'F02192', 'F02149', 'F02144', 'F00111', '009537', 'F00951', 'F01016', 'F01170', 'F01165', 'F01162', 'F01159', 'F01146', 'F02716', 'F02723', '009426', 'F02961', 'F02824', 'F02834', 'F02815', 'F02794', 'F02745', 'F02749', 'F02936', 'F02786', 'F02783', 'F02781', 'F02935', 'F02777']"
9071,"['F01016', 'F01170', 'F01165', 'F01162', 'F01159', 'F01146', 'F02716', 'F02723', '009426', 'F02961', 'F02824', 'F02834']"
0630,"['007978', 'F00339', 'F00356', 'F00368', 'F00353', 'F00351', 'F04821', 'F04778', 'F04823', 'F04780', 'F04782', 'F04784', 'F04786', 'F04825', 'F04827', '031884']"
2740,"['090963', '072606', '072669', '075684', '084095', '075474', '075152', '084181', '084946', '084831', '091289', '090995', '110369', '182813']"
2180,"['F00621', 'F00613', 'F00588', 'F00584', 'F00680', 'F00518', 'F00520', 'F00549', 'F00523', 'F00678', '076397', '076399', '076394', 'F00530', 'F00532', '114754', '121033', '124358', '125392', '106387', '109489', '111564', '116270', '007942']"
9961,"['F00803', 'F00854', 'F00836', 'F00886', 'F00838', 'F03056', 'F03058', 'F03071', 'F03181', 'F03203', 'F03083', 'F03169', 'F03104', 'F03189', 'F03111', 'F03126', 'F03194', 'F03160', 'F03153', 'F03150', 'F03202', '008903', 'F02986', 'F02983', 'F03220', 'F03349', 'F03222', 'F03226', 'F03342', 'F03229', 'F03352', 'F03231', '009240', '009241', 'F03408', 'F03396', 'F03324', 'F03321', 'F03317', 'F03399', 'F03401', 'F03404', 'F03290', '008535']"
9300,"['008697', 'F00784', 'F00783', 'F00777', 'F00849', 'F00770', 'F00755', 'F00714', 'F00710', 'F00716']"
9960,"['008569', 'F03291', 'F03403', 'F03402', 'F03400', 'F03316', 'F03320', 'F03323', 'F03397', 'F03407', 'F03341', 'F03245', 'F03354', 'F03246', 'F03234', 'F03230', 'F03353', 'F03228', 'F03343', 'F03225', 'F03221', 'F03257', 'F03357', 'F03251', 'F03254', 'F03266', 'F03283', 'F03371', 'F03279', 'F03276', 'F03369', 'F02992', 'F02990', 'F02994', 'F03148', 'F03201', 'F03209', 'F03154', 'F03159', 'F03193', 'F03125', 'F03110', 'F03190', 'F03105', 'F03168', 'F03082', 'F03204', 'F03182', 'F03116', 'F03072', 'F03059', 'F03057', 'F03053', 'F00837', 'F00885', 'F00835', 'F00855', 'F00803']"
0920,"['F02690', 'F03276', 'F03263', 'F03262', 'F03359', 'F03253', 'F03249', 'F03356', 'F03247', 'F03244', 'F03235', 'F03393', 'F03309', 'F03396', 'F03324', 'F03395', 'F03380', 'F03305', 'F03328', 'F03329', 'F03331', 'F03333', 'F03405', 'F03284', 'F04584']"
0921,"['F04584', 'F03285', 'F03406', 'F03334', 'F03398', 'F03306', 'F03379', 'F03394', 'F03322', 'F03397', 'F03308', 'F03392', 'F03236', 'F03243', 'F03248', 'F03355', 'F03250', 'F03256', 'F03360', 'F03261', 'F03264', 'F03277', 'F03281']"
1490,"['F00291', 'F00293', 'F00296', 'F00297', 'F00298', 'F00301', 'F00373', 'F00303', 'F00153', 'F00304', 'F00305', 'F02465']"
0270,"['F02196', '008041', 'F02128', 'F02254', 'F02130', 'F02132', 'F02134', 'F02136', 'F00012', 'F00001', 'F00010', 'F00009']"
0980,"['F03442', 'F03443', '009704', '009705', 'F03463', 'F03464', '009706', 'F03446', 'F03459', 'F03605', '009684', '009685', 'F03516', 'F03587', 'F03519', '008577', 'F03589', 'F03523', 'F03592', 'F03596', 'F03562', 'F03564', 'F03431', 'F03429', 'F03600', 'F03427', 'F03694', 'F03826', 'F03843', 'F03845', 'F01870', 'F01658', 'F01587', 'F01547', 'F01585', 'F01583', '038670']"
0985,"['F03528', 'F03519', '008577', 'F03589', 'F03523', 'F03592', 'F03596', 'F03562', 'F03429', 'F03427', 'F03694', 'F03826', 'F03845', 'F01870', '009592', '038693']"
2140,"['F04476', 'F04513', 'F04474', 'F04472', 'F04471', 'F04511', 'F04469', '102569', 'F04458', 'F04455', 'F04454', 'F04431', 'F04434', 'F04435', 'F04407', 'F04406', 'F04398', 'F04384', 'F02028', 'F02026', 'F02022', '078064', 'F01965', '090915', 'F01960', 'F02214', 'F01958', 'F02032', 'F02034', '102592', 'F02048', 'F02184', '008005']"
1140,"['F02202', 'F02181', 'F02044', 'F02035', 'F02033', 'F01959', 'F02213', 'F01962', 'F01964', '061238', 'F02021', 'F02027', 'F02030', 'F04383', 'F04402', 'F04403', 'F04408', 'F04436', 'F04433', 'F04432', 'F04453', 'F04456', 'F04457', '102568', 'F04459', 'F04461', 'F04463', 'F04470', 'F04473', 'F04475', 'F04514', 'F04476']"
2130,"['F02202', 'F02181', 'F02044', 'F02035', 'F02033', 'F01959', 'F02008', '049186', 'F02015', '008684', 'F02021', 'F02027', 'F02030', 'F04383', 'F04402', 'F04403', 'F04408', 'F04436', 'F04433', 'F04432', 'F04453', 'F04456', 'F04457', '102568', 'F04468', 'F04512', '062815', '009446', '009447']"
2825,"['F03638', 'F03857', 'F03640', 'F03816', 'F03877', 'F03865', 'F03863', 'F03850', 'F03798', '022005', 'F03861']"
1820,"['F03861', 'F03799', '008904', 'F03849', 'F03864', 'F03866', 'F03878', 'F03817', 'F03639', 'F03858', 'F03637', 'F03633', 'F03685', 'F03683', 'F03721', 'F03706', 'F03702', 'F03827', 'F03832', '008850', 'F03749', 'F03841', 'F03742', 'F03745', 'F04005', 'F03943', '038681']"
1840,"['F03800', 'F03725', 'F03655', 'F03649', 'F03648', 'F03688', 'F03646', 'F03643', 'F03642', 'F03635', 'F03633', 'F03685', 'F03683', 'F03721', 'F03706', 'F03702', 'F03827', 'F03832', '008850', 'F03749', 'F03841', 'F03742', 'F03745', 'F04005', 'F03943', '038681']"
2845,"['038680', 'F01545', 'F03700', 'F03705', 'F03720', 'F03684', 'F03686', 'F03634', 'F03636', 'F03641', 'F03644', 'F03645', 'F03687', 'F03647', 'F03652', 'F03656', 'F03724', 'F03800']"
9220,"['F02466', 'F00412', 'F00427', 'F00155', 'F00159', 'F00160', 'F00164', 'F00168', 'F00171', 'F00147', '007877', 'F00173', 'F00149', 'F00175', 'F00177', 'F00179', 'F00181', 'F00183', 'F00115', 'F04682', 'F04684', '009442', '047670', '009439', '009438', '009440', '107799', '009443', 'F04708', 'F04733', 'F04790']"
9222,"['F02466', 'F00412', 'F00427', 'F00155', 'F00159', 'F00160', 'F00164', 'F00168', 'F00171', 'F00147', '007877', 'F00173', 'F00149', 'F00175', 'F00177', 'F00179', 'F00181', 'F00183', 'F00115', 'F04682', 'F04684', '009442', '047670', '009439', '009438', '009440', '107799', '009443', 'F04708', 'F04733', '044380', '118693', '118740', '118744', '118746', '118748', '118750', '118752', '068751', '118753', '118751', '118749', '118763', '118765', '118767', '118769', '118771', '118773', '118775', '118777', '118779', '118781', '118783', '118785', '118787', '118789', '118803', '118805', '118807', '118809', '118811', '118792', '118794', '118801', '118760', '118762']"
0665,"['F04523', 'F04553', 'F04571', 'F04550', 'F04538', 'F04531', 'F04529', 'F04050', 'F04145', 'F04122', 'F01451', 'F04015']"
0660,"['F04015', 'F01456', 'F01370', 'F01449', 'F04173', 'F04139', 'F04136', 'F04133', 'F04127', 'F04123', 'F04126', 'F01440', 'F04143', 'F04146', 'F04120', 'F04051', 'F04528', '008481', 'F04536', 'F04539', 'F04551', 'F04570', 'F04552', '011577']"
0662,"['F04015', 'F01456', 'F01370', 'F01449', 'F04173', 'F04139', 'F04136', 'F04133', 'F04127', 'F04123', 'F04126', 'F01440', 'F04143', 'F04146', 'F04120', 'F04051', 'F04528', '008481', 'F04536', 'F04539', 'F04551', 'F04570', 'F04552', '009311', '009312', '042934']"
1550,"['F02464', 'F00427', 'F00155', '009558', 'F02482', 'F02348', 'F02350', 'F02357', 'F02355', 'F02359', 'F02360', 'F02374', 'F02376', 'F02484', 'F02486', 'F02378', 'F02380']"
1560,"['F02464', 'F00427', 'F00155', '009558', 'F02482', 'F02348', 'F02350', 'F02357', 'F02355', '008736']"
0090,"['F01636', 'F01653', 'F01641', 'F01571', 'F01563', 'F01733', 'F01267', '008036', 'F01187', 'F01223', 'F01176', 'F01207', 'F01204', 'F01175', 'F01010', 'F01013', '009309', '048506', 'F00942', 'F00940', 'F01029', 'F00929', 'F00237', 'F00247', 'F00245', 'F00137', 'F00603', 'F00604', 'F00606', 'F00611', 'F00580', 'F00573']"
0850,"['038683', 'F01584', 'F01693', 'F01843', 'F01696', 'F01842', 'F01700', 'F01705', 'F01703', 'F01683', 'F01837', 'F01672', 'F01670', 'F01668', 'F01630', 'F01624', 'F01781', '008030']"
3140,"['F02615', 'F01062', 'F02624', 'F02668', 'F02591', 'F02587', 'F02673', 'F02554', 'F02659', 'F02544', '091816', 'F00823', 'F00818', 'F00797', 'F00796', 'F00788', 'F00792', 'F00880', 'F00845', '009154', 'F00743', 'F00735', 'F00826', 'F00904', 'F00725']"
2100,"['F02534', 'F02541', 'F02559', 'F02558', 'F02552', 'F02675', 'F02586', 'F02595', 'F02629', 'F01057', 'F01055', 'F01099', 'F01094', '007979', 'F01088', 'F01077', 'F00945', '011732', 'F00981', '008238', 'F00047', 'F00087', 'F00097', 'F00095', 'F00016', 'F02413', 'F02423', 'F02399', 'F02395', 'F02393', 'F02391', 'F02389', 'F02387', 'F02440', 'F02442']"
1050,"['F02534', 'F02541', 'F02559', 'F02558', 'F02552', 'F02675', 'F02586', 'F02595', 'F02629', 'F01057', 'F01055', 'F01099', 'F01094', '007979', 'F01088', 'F01077', 'F00945', '011732', 'F00981', '008238', 'F00047', 'F00087', 'F00097', 'F00095', 'F00016', 'F02413', 'F02422', 'F02290', 'F02294']"
0330,"['069190', 'F04490', 'F04492', 'F04498', 'F04497', 'F04494', 'F04479', 'F04510', 'F04466', 'F04458', 'F04455', 'F04454', 'F04431', 'F04434', 'F04435', 'F04407', 'F04406', 'F04398', 'F04384', '047806', 'F01973', 'F01975', 'F01977', 'F02158', 'F01981', 'F02237', 'F02235', 'F01985', 'F01991', '016727', '008090']"
0331,"['008090', 'F02156', 'F01986', 'F01984', 'F02234', 'F02236', 'F01980', 'F02157', '224240']"
2770,"['F02828', 'F02854', 'F02853', 'F02845', 'F02846', 'F02848', 'F03195', 'F03136', 'F03141', 'F03200', 'F03198', 'F03143', 'F02988', 'F03361', 'F03264', 'F03363', 'F03269', 'F03271', 'F03365', 'F03368', 'F03272', 'F01778', 'F01789', 'F01852', 'F01773', 'F01850', 'F01769', '008026']"
0290,"['007974', 'F00332', 'F00330', 'F00328', 'F00326', 'F00324', 'F00414', 'F00279', '008261', 'F00424', 'F00265', 'F00262', 'F00260', 'F00125', 'F00258', 'F00256', 'F00254', 'F00252', 'F00250', 'F00131', '008605', 'F00137', 'F00603', 'F00604', 'F00606', '009691', '009295', '009692']"
0301,"['061351', 'F01159', 'F01146', 'F01140', 'F01137', '091338', 'F01051', 'F01058', 'F02628', 'F02647', 'F02636', 'F02672', 'F02549', 'F02655', 'F02657', 'F02543', 'F00693', 'F00820', 'F00861', 'F00814', 'F00804', 'F00784', 'F00783', 'F00777', 'F00849', 'F00770', 'F00755', 'F00714', 'F00710', 'F00716']"
0300,"['061351', 'F01159', 'F01150', 'F01149', 'F01140', 'F01137', '091338', 'F01051', 'F01058', 'F02628', 'F02647', 'F02636', 'F02672', 'F02549', 'F02655', 'F02657', 'F02543', 'F00693', 'F00820', 'F00861', 'F00814', 'F00804', 'F00784', 'F00783', 'F00777', 'F00849', 'F00770', 'F00755', 'F00714', 'F00710', 'F00718', '070127', '008284', '008841', '009047', '008911', '009536']"
2300,"['061351', 'F01159', 'F01146', 'F01140', 'F01137', '091338', 'F01051', 'F01058', 'F02628', 'F02647', 'F02636', 'F02672', 'F02549', 'F02655', 'F02657', 'F02543', 'F00693', 'F00820', 'F00861', 'F00814', 'F00804', 'F00784', 'F00783', 'F00777', 'F00849', 'F00770', 'F00755', 'F00714', 'F00710', 'F00718', '070127', '008284', '044135', '043481']"
9791,"['F04277', 'F04280', 'F04335', 'F04202', 'F04361', 'F04367', 'F04293', 'F04192', 'F04279', 'F04324', 'F04315', 'F04312', 'F04359', 'F04298', 'F01412', 'F01404', '008240', 'F01386', '011765', '008150', 'F00923', 'F01010', 'F01015', '009309', 'F00944', 'F01078', 'F01089', '007980', 'F01097', 'F01098', 'F01050']"
9790,"['F04277', 'F04280', 'F04335', 'F04202', 'F04361', 'F04367', 'F04293', 'F04192', 'F04279', 'F04324', 'F04315', 'F04312', 'F04359', 'F04298', 'F01412', 'F01404', '008240', 'F01386', '011765', '008150', 'F00923', 'F01010', 'F01015', '009309', 'F00944', 'F01078', 'F01089', '007980', 'F01097', 'F01098', 'F01048', 'F01134', 'F01138', 'F02709', 'F02712', 'F02723', '009426', 'F02961', 'F02824', 'F02835', '166506', 'F02845', 'F02846', 'F02848', 'F03195', 'F03136', 'F03139', 'F03152', 'F03157', 'F03165']"
0070,"['F01970', 'F01969', 'F02212', 'F01967', 'F01965', '090915', 'F01960', 'F02214', 'F01958', 'F02032', 'F02034', '102592', 'F02048', 'F02184', 'F02203', 'F02149', 'F02144', 'F00111', '009537', 'F00951', 'F01016', 'F01170', 'F01164', 'F01162', 'F01159', 'F01146', 'F02716', 'F02723', 'F02725', 'F02961', 'F02824', 'F02835', '166506', 'F02845', 'F02846', 'F02848', 'F03195', 'F03136', 'F03139', 'F03152', 'F03157', 'F03165']"
1120,"['011754', '166505', 'F02829', 'F02823', 'F02960', 'F02730', 'F02726', 'F02722', 'F02717', 'F01145', 'F01314', 'F01161', 'F01166', 'F01171', 'F01017', 'F01004', '062518', 'F00113', 'F00008', 'F00005', 'F02164', 'F02302', 'F02292', 'F02287', 'F02286', 'F02284', 'F02281', 'F02279', 'F02434', 'F02435', 'F02437', 'F02439']"
1100,"['F02292', 'F02287', 'F02286', 'F02284', 'F02281', 'F02279', 'F02434', 'F02435', 'F02437', 'F02439']"
0110,"['F00273', 'F00272', 'F00265', 'F00268', 'F00270', 'F00152', 'F00216', 'F00212', 'F00210', 'F00208', 'F00206', 'F00204', 'F00202', 'F00196', 'F00194', 'F00035', 'F00066']"
3022,"['F04081', 'F04164', 'F04063', 'F04061', 'F04044', 'F04113', 'F04108', 'F04107', 'F04106', 'F04138', 'F04172', 'F01446', 'F01443', 'F01437', 'F01358', 'F01428', 'F01424', 'F01350', 'F01413', '040526', 'F01342', 'F01507', 'F01399', 'F01390', '009041', 'F01518', 'F01343', 'F00918', 'F00999', 'F00966', 'F00975', 'F00974', 'F00972', 'F00968', '008455']"
0950,"['008725', 'F01321', 'F01736', 'F01745', 'F01559', 'F01725', 'F01570', 'F01644', 'F01662', 'F01667', 'F01686', 'F01689', 'F01684', 'F01682', 'F01678', 'F01833', 'F01706', 'F01710', 'F01597', 'F01551', 'F01549', '008692']"
1950,"['008725', 'F01321', 'F01736', 'F01745', 'F01559', 'F01725', 'F01570', 'F01644', 'F01662', 'F01667', 'F01686', 'F01689', 'F01684', 'F01682', 'F01678', 'F01833', 'F01706', 'F01710', '008156', 'F01810', 'F01601', 'F01812', 'F01604', 'F01606', 'F01716', 'F01847', 'F01849', 'F01722', '116271', 'F03549', '009543', 'F03547', 'F03545', 'F03542', 'F03593', '011724']"
